d_idx,v_idx,reward,eta_min,dist_km,speed_kmh,wfactor,capacity,dsize,availability
288,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,70.0,1
289,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,66.0,1
290,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,110.0,1
291,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,178.0,1
292,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,63.0,1
293,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,143.0,1
294,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,52.0,1
295,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,106.0,1
296,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,81.0,1
297,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,83.0,1
298,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,83.0,1
299,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,54.0,1
300,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,109.0,1
301,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,72.0,1
302,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,113.0,1
303,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,85.0,1
304,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,82.0,1
305,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,97.0,1
306,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,87.0,1
307,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,50.0,1
308,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,146.0,1
309,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,101.0,1
310,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,83.0,1
311,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,98.0,1
312,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,92.0,1
313,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,50.0,1
314,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,101.0,1
315,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,197.0,1
316,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,130.0,1
317,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,92.0,1
318,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,137.0,1
319,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,113.0,1
320,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,145.0,1
321,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,117.0,1
322,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,179.0,1
323,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,120.0,1
324,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,78.0,1
325,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,199.0,1
326,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,64.0,1
327,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,130.0,1
328,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,97.0,1
329,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,78.0,1
330,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,147.0,1
331,4,-14.571561756134033,17.21360206604004,8.60680103302002,30.0,1.0,1000.0,55.0,1
332,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,125.0,1
333,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,70.0,1
334,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,147.0,1
335,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,141.0,1
336,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,181.0,1
337,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,91.0,1
338,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,137.0,1
339,4,-14.571561756134033,17.21360206604004,8.60680103302002,30.0,1.0,1000.0,57.0,1
340,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,72.0,1
341,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,140.0,1
342,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,145.0,1
343,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,71.0,1
344,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,156.0,1
345,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,178.0,1
346,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,63.0,1
347,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,165.0,1
348,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,151.0,1
349,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,197.0,1
350,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,166.0,1
351,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,106.0,1
352,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,101.0,1
353,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,155.0,1
354,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,189.0,1
355,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,62.0,1
356,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,102.0,1
357,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,111.0,1
358,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,99.0,1
359,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,72.0,1
360,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,97.0,1
361,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,52.0,1
362,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,103.0,1
363,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,88.0,1
364,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,85.0,1
365,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,88.0,1
366,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,118.0,1
367,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,82.0,1
368,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,53.0,1
369,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,104.0,1
370,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,108.0,1
371,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,112.0,1
372,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,85.0,1
373,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,58.0,1
374,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,107.0,1
375,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,123.0,1
376,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,51.0,1
377,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,176.0,1
378,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,57.0,1
379,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,67.0,1
380,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,69.0,1
381,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,148.0,1
382,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,140.0,1
383,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,76.0,1
384,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,135.0,1
385,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,72.0,1
386,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,158.0,1
387,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,97.0,1
388,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,54.0,1
389,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,159.0,1
390,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,178.0,1
391,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,199.0,1
392,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,152.0,1
393,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,135.0,1
394,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,101.0,1
395,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,62.0,1
396,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,147.0,1
397,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,62.0,1
398,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,138.0,1
399,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,177.0,1
400,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,191.0,1
401,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,72.0,1
402,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,187.0,1
403,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,66.0,1
404,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,195.0,1
405,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,87.0,1
406,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,176.0,1
407,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,57.0,1
408,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,100.0,1
409,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,106.0,1
410,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,79.0,1
411,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,135.0,1
412,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,94.0,1
413,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,141.0,1
414,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,169.0,1
415,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,80.0,1
416,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,97.0,1
417,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,145.0,1
418,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,181.0,1
419,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,130.0,1
420,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,70.0,1
421,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,131.0,1
422,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,109.0,1
423,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,89.0,1
424,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,58.0,1
425,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,132.0,1
426,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,74.0,1
427,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,56.0,1
428,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,63.0,1
429,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,101.0,1
430,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,71.0,1
431,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,110.0,1
432,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,113.0,1
433,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,72.0,1
434,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,109.0,1
435,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,90.0,1
436,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,135.0,1
437,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,121.0,1
438,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,123.0,1
439,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,101.0,1
440,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,101.0,1
441,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,70.0,1
442,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,50.0,1
443,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,51.0,1
444,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,136.0,1
445,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,129.0,1
446,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,163.0,1
447,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,87.0,1
448,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,156.0,1
449,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,62.0,1
450,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,85.0,1
451,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,116.0,1
452,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,140.0,1
453,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,83.0,1
454,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,119.0,1
455,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,136.0,1
456,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,88.0,1
457,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,66.0,1
458,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,105.0,1
459,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,147.0,1
460,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,200.0,1
461,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,152.0,1
462,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,71.0,1
463,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,123.0,1
464,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,107.0,1
465,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,59.0,1
466,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,59.0,1
467,4,-14.571561756134033,17.21360206604004,8.60680103302002,30.0,1.0,1000.0,52.0,1
468,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,81.0,1
469,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,93.0,1
470,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,95.0,1
471,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,162.0,1
472,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,150.0,1
473,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,73.0,1
474,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,145.0,1
475,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,189.0,1
476,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,81.0,1
477,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,58.0,1
478,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,138.0,1
479,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,90.0,1
480,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,73.0,1
481,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,51.0,1
482,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,74.0,1
483,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,62.0,1
484,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,56.0,1
485,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,84.0,1
486,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,122.0,1
487,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,67.0,1
488,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,84.0,1
489,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,102.0,1
490,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,117.0,1
491,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,109.0,1
492,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,100.0,1
493,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,98.0,1
494,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,74.0,1
495,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,71.0,1
496,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,81.0,1
497,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,57.0,1
498,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,77.0,1
499,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,57.0,1
500,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,169.0,1
501,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,107.0,1
502,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,69.0,1
503,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,89.0,1
504,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,132.0,1
505,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,180.0,1
506,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,153.0,1
507,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,179.0,1
508,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,195.0,1
509,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,178.0,1
510,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,81.0,1
511,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,120.0,1
512,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,79.0,1
513,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,74.0,1
514,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,185.0,1
515,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,185.0,1
516,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,106.0,1
517,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,149.0,1
518,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,176.0,1
519,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,175.0,1
520,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,157.0,1
521,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,84.0,1
522,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,173.0,1
523,11,-11.588652725219726,12.965169906616211,8.64344596862793,40.0,1.0,500.0,176.0,1
524,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,63.0,1
525,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,61.0,1
526,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,120.0,1
527,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,57.0,1
528,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,110.0,1
529,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,138.0,1
530,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,75.0,1
531,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,93.0,1
532,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,108.0,1
533,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,116.0,1
534,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,119.0,1
535,3,-12.787041193008422,15.840791702270508,5.808290004730225,22.0,1.0,1000.0,71.0,1
536,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,97.0,1
537,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,102.0,1
538,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,69.0,1
539,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,102.0,1
540,16,-24.23527736282349,29.08895492553711,13.0900297164917,27.0,1.0,5000.0,101.0,1
541,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,57.0,1
542,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,153.0,1
543,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,56.0,1
544,16,-41.20117107391357,51.55146408081055,17.183820724487305,20.0,1.0,5000.0,55.0,1
545,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,110.0,1
546,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,148.0,1
547,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,72.0,1
548,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,50.0,1
549,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,111.0,1
550,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,123.0,1
551,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,95.0,1
552,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,126.0,1
553,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,59.0,1
554,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,100.0,1
555,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,180.0,1
556,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,77.0,1
557,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,86.0,1
558,11,-19.73756792449951,22.262435913085938,14.099542617797852,38.0,1.0,500.0,197.0,1
559,1,0.07543376609298867,0.0006362178828567266,0.0004029379633720964,38.0,1.0,500.0,113.0,1
560,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,171.0,1
561,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,58.0,1
562,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,109.0,1
563,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,105.0,1
564,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,184.0,1
565,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,170.0,1
566,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,142.0,1
567,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,84.0,1
568,11,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,500.0,180.0,1
569,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,127.0,1
570,3,-1.400707890987396,1.718479871749878,0.859239935874939,30.0,1.0,1000.0,93.0,1
571,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,133.0,1
572,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,69.0,1
573,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,109.0,1
574,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,112.0,1
575,1,-7.3168105792999265,8.21867847442627,5.479118824005127,40.0,1.0,500.0,56.0,1
