time,zone,lat,lon,demand_size_kg
2025-08-28 07:59:00,Yeshwanthpur,13.0186,77.556,70
2025-08-28 07:04:00,Yeshwanthpur,13.0186,77.556,50
2025-08-28 07:19:00,Yeshwanthpur,13.0186,77.556,51
2025-08-28 07:14:00,Whitefield,12.9698,77.7499,136
2025-08-28 07:00:00,Whitefield,12.9698,77.7499,129
2025-08-28 07:15:00,Whitefield,12.9698,77.7499,163
2025-08-28 07:01:00,Whitefield,12.9698,77.7499,87
2025-08-28 07:34:00,Whitefield,12.9698,77.7499,156
2025-08-28 07:30:00,Whitefield,12.9698,77.7499,62
2025-08-28 07:32:00,Whitefield,12.9698,77.7499,85
2025-08-28 07:48:00,Whitefield,12.9698,77.7499,116
2025-08-28 07:46:00,Whitefield,12.9698,77.7499,140
2025-08-28 07:04:00,Whitefield,12.9698,77.7499,83
2025-08-28 07:36:00,Whitefield,12.9698,77.7499,119
2025-08-28 07:24:00,Whitefield,12.9698,77.7499,136
2025-08-28 07:00:00,Whitefield,12.9698,77.7499,88
2025-08-28 07:47:00,Whitefield,12.9698,77.7499,66
2025-08-28 07:56:00,Whitefield,12.9698,77.7499,105
2025-08-28 07:41:00,Whitefield,12.9698,77.7499,147
2025-08-28 07:42:00,Whitefield,12.9698,77.7499,200
2025-08-28 07:07:00,Whitefield,12.9698,77.7499,152
2025-08-28 07:30:00,Whitefield,12.9698,77.7499,71
2025-08-28 07:18:00,Whitefield,12.9698,77.7499,123
2025-08-28 07:33:00,Koramangala,12.9352,77.6245,107
2025-08-28 07:46:00,Koramangala,12.9352,77.6245,59
2025-08-28 07:50:00,Koramangala,12.9352,77.6245,59
2025-08-28 07:04:00,Koramangala,12.9352,77.6245,52
2025-08-28 07:58:00,Koramangala,12.9352,77.6245,81
2025-08-28 07:07:00,Koramangala,12.9352,77.6245,93
2025-08-28 07:09:00,Koramangala,12.9352,77.6245,95
2025-08-28 07:35:00,Koramangala,12.9352,77.6245,162
2025-08-28 07:10:00,Koramangala,12.9352,77.6245,150
2025-08-28 07:09:00,Koramangala,12.9352,77.6245,73
2025-08-28 07:50:00,Marathahalli,12.9569,77.7011,145
2025-08-28 07:16:00,Marathahalli,12.9569,77.7011,189
2025-08-28 07:59:00,Marathahalli,12.9569,77.7011,81
2025-08-28 07:16:00,Indiranagar,12.9784,77.6408,58
2025-08-28 07:16:00,Indiranagar,12.9784,77.6408,138
2025-08-28 07:39:00,Indiranagar,12.9784,77.6408,90
2025-08-28 07:28:00,Indiranagar,12.9784,77.6408,73
2025-08-28 07:27:00,Indiranagar,12.9784,77.6408,51
2025-08-28 07:46:00,Indiranagar,12.9784,77.6408,74
2025-08-28 07:16:00,Indiranagar,12.9784,77.6408,62
2025-08-28 07:53:00,Indiranagar,12.9784,77.6408,56
2025-08-28 07:43:00,Indiranagar,12.9784,77.6408,84
2025-08-28 07:32:00,Indiranagar,12.9784,77.6408,122
2025-08-28 07:24:00,Indiranagar,12.9784,77.6408,67
2025-08-28 07:54:00,Electronic City,12.8452,77.6602,84
2025-08-28 07:25:00,Electronic City,12.8452,77.6602,102
2025-08-28 07:43:00,Electronic City,12.8452,77.6602,117
2025-08-28 07:22:00,Electronic City,12.8452,77.6602,109
2025-08-28 07:47:00,Electronic City,12.8452,77.6602,100
2025-08-28 07:42:00,Electronic City,12.8452,77.6602,98
2025-08-28 08:56:00,Yeshwanthpur,13.0186,77.556,74
2025-08-28 08:25:00,Yeshwanthpur,13.0186,77.556,71
2025-08-28 08:43:00,Yeshwanthpur,13.0186,77.556,81
2025-08-28 08:28:00,Yeshwanthpur,13.0186,77.556,57
2025-08-28 08:03:00,Yeshwanthpur,13.0186,77.556,77
2025-08-28 08:23:00,Yeshwanthpur,13.0186,77.556,57
2025-08-28 08:30:00,Whitefield,12.9698,77.7499,169
2025-08-28 08:52:00,Whitefield,12.9698,77.7499,107
2025-08-28 08:50:00,Whitefield,12.9698,77.7499,69
2025-08-28 08:49:00,Whitefield,12.9698,77.7499,89
2025-08-28 08:28:00,Whitefield,12.9698,77.7499,132
2025-08-28 08:47:00,Whitefield,12.9698,77.7499,180
2025-08-28 08:11:00,Whitefield,12.9698,77.7499,153
2025-08-28 08:42:00,Whitefield,12.9698,77.7499,179
2025-08-28 08:39:00,Whitefield,12.9698,77.7499,195
2025-08-28 08:25:00,Whitefield,12.9698,77.7499,178
2025-08-28 08:06:00,Koramangala,12.9352,77.6245,81
2025-08-28 08:14:00,Koramangala,12.9352,77.6245,120
2025-08-28 08:47:00,Koramangala,12.9352,77.6245,79
2025-08-28 08:59:00,Koramangala,12.9352,77.6245,74
2025-08-28 08:27:00,Koramangala,12.9352,77.6245,185
2025-08-28 08:05:00,Koramangala,12.9352,77.6245,185
2025-08-28 08:15:00,Koramangala,12.9352,77.6245,106
2025-08-28 08:43:00,Koramangala,12.9352,77.6245,149
2025-08-28 08:12:00,Koramangala,12.9352,77.6245,176
2025-08-28 08:33:00,Koramangala,12.9352,77.6245,175
2025-08-28 08:06:00,Koramangala,12.9352,77.6245,157
2025-08-28 08:15:00,Koramangala,12.9352,77.6245,84
2025-08-28 08:43:00,Marathahalli,12.9569,77.7011,173
2025-08-28 08:33:00,Marathahalli,12.9569,77.7011,176
2025-08-28 08:53:00,Marathahalli,12.9569,77.7011,63
2025-08-28 08:56:00,Marathahalli,12.9569,77.7011,61
2025-08-28 08:22:00,Indiranagar,12.9784,77.6408,120
2025-08-28 08:48:00,Indiranagar,12.9784,77.6408,57
2025-08-28 08:11:00,Indiranagar,12.9784,77.6408,110
2025-08-28 08:09:00,Indiranagar,12.9784,77.6408,138
2025-08-28 08:14:00,Indiranagar,12.9784,77.6408,75
2025-08-28 08:33:00,Indiranagar,12.9784,77.6408,93
2025-08-28 08:04:00,Indiranagar,12.9784,77.6408,108
2025-08-28 08:29:00,Indiranagar,12.9784,77.6408,116
2025-08-28 08:57:00,Indiranagar,12.9784,77.6408,119
2025-08-28 08:42:00,Indiranagar,12.9784,77.6408,71
2025-08-28 08:34:00,Electronic City,12.8452,77.6602,97
2025-08-28 08:31:00,Electronic City,12.8452,77.6602,102
2025-08-28 08:08:00,Electronic City,12.8452,77.6602,69
2025-08-28 08:21:00,Electronic City,12.8452,77.6602,102
2025-08-28 08:17:00,Electronic City,12.8452,77.6602,101
2025-08-28 09:40:00,Yeshwanthpur,13.0186,77.556,57
2025-08-28 09:08:00,Yeshwanthpur,13.0186,77.556,153
2025-08-28 09:22:00,Yeshwanthpur,13.0186,77.556,56
2025-08-28 09:25:00,Yeshwanthpur,13.0186,77.556,55
2025-08-28 09:21:00,Whitefield,12.9698,77.7499,110
2025-08-28 09:22:00,Whitefield,12.9698,77.7499,148
2025-08-28 09:15:00,Whitefield,12.9698,77.7499,72
2025-08-28 09:16:00,Whitefield,12.9698,77.7499,50
2025-08-28 09:00:00,Whitefield,12.9698,77.7499,111
2025-08-28 09:59:00,Whitefield,12.9698,77.7499,123
2025-08-28 09:43:00,Whitefield,12.9698,77.7499,95
2025-08-28 09:31:00,Whitefield,12.9698,77.7499,126
2025-08-28 09:17:00,Whitefield,12.9698,77.7499,59
2025-08-28 09:42:00,Whitefield,12.9698,77.7499,100
2025-08-28 09:07:00,Whitefield,12.9698,77.7499,180
2025-08-28 09:07:00,Whitefield,12.9698,77.7499,77
2025-08-28 09:35:00,Whitefield,12.9698,77.7499,86
2025-08-28 09:28:00,Whitefield,12.9698,77.7499,197
2025-08-28 09:29:00,Whitefield,12.9698,77.7499,113
2025-08-28 09:49:00,Koramangala,12.9352,77.6245,171
2025-08-28 09:47:00,Koramangala,12.9352,77.6245,58
2025-08-28 09:14:00,Koramangala,12.9352,77.6245,109
2025-08-28 09:31:00,Koramangala,12.9352,77.6245,105
2025-08-28 09:36:00,Koramangala,12.9352,77.6245,184
2025-08-28 09:51:00,Koramangala,12.9352,77.6245,170
2025-08-28 09:25:00,Koramangala,12.9352,77.6245,142
2025-08-28 09:09:00,Koramangala,12.9352,77.6245,84
2025-08-28 09:12:00,Koramangala,12.9352,77.6245,180
2025-08-28 09:12:00,Koramangala,12.9352,77.6245,127
2025-08-28 09:06:00,Koramangala,12.9352,77.6245,93
2025-08-28 09:06:00,Marathahalli,12.9569,77.7011,133
2025-08-28 09:28:00,Marathahalli,12.9569,77.7011,69
2025-08-28 09:10:00,Marathahalli,12.9569,77.7011,109
2025-08-28 09:02:00,Marathahalli,12.9569,77.7011,112
2025-08-28 09:50:00,Marathahalli,12.9569,77.7011,56
2025-08-28 09:41:00,Marathahalli,12.9569,77.7011,180
2025-08-28 09:13:00,Marathahalli,12.9569,77.7011,107
2025-08-28 09:03:00,Marathahalli,12.9569,77.7011,183
2025-08-28 09:08:00,Indiranagar,12.9784,77.6408,140
2025-08-28 09:09:00,Indiranagar,12.9784,77.6408,128
2025-08-28 09:08:00,Indiranagar,12.9784,77.6408,116
2025-08-28 09:32:00,Indiranagar,12.9784,77.6408,71
2025-08-28 09:01:00,Indiranagar,12.9784,77.6408,118
2025-08-28 09:25:00,Indiranagar,12.9784,77.6408,62
2025-08-28 09:19:00,Electronic City,12.8452,77.6602,95
2025-08-28 09:01:00,Electronic City,12.8452,77.6602,115
2025-08-28 09:02:00,Electronic City,12.8452,77.6602,66
2025-08-28 09:51:00,Electronic City,12.8452,77.6602,90
2025-08-28 09:42:00,Electronic City,12.8452,77.6602,99
2025-08-28 09:24:00,Electronic City,12.8452,77.6602,81
2025-08-28 09:27:00,Electronic City,12.8452,77.6602,51
2025-08-28 10:43:00,Yeshwanthpur,13.0186,77.556,135
2025-08-28 10:22:00,Yeshwanthpur,13.0186,77.556,94
2025-08-28 10:12:00,Yeshwanthpur,13.0186,77.556,128
2025-08-28 10:54:00,Yeshwanthpur,13.0186,77.556,126
2025-08-28 10:51:00,Yeshwanthpur,13.0186,77.556,81
2025-08-28 10:05:00,Yeshwanthpur,13.0186,77.556,66
2025-08-28 10:30:00,Yeshwanthpur,13.0186,77.556,77
2025-08-28 10:51:00,Yeshwanthpur,13.0186,77.556,133
2025-08-28 10:28:00,Yeshwanthpur,13.0186,77.556,66
2025-08-28 10:43:00,Yeshwanthpur,13.0186,77.556,114
2025-08-28 10:30:00,Whitefield,12.9698,77.7499,152
2025-08-28 10:38:00,Whitefield,12.9698,77.7499,96
2025-08-28 10:25:00,Whitefield,12.9698,77.7499,113
2025-08-28 10:10:00,Whitefield,12.9698,77.7499,185
2025-08-28 10:42:00,Whitefield,12.9698,77.7499,123
2025-08-28 10:09:00,Whitefield,12.9698,77.7499,66
2025-08-28 10:15:00,Whitefield,12.9698,77.7499,133
2025-08-28 10:31:00,Whitefield,12.9698,77.7499,175
2025-08-28 10:19:00,Whitefield,12.9698,77.7499,72
2025-08-28 10:59:00,Whitefield,12.9698,77.7499,108
2025-08-28 10:55:00,Whitefield,12.9698,77.7499,155
2025-08-28 10:23:00,Whitefield,12.9698,77.7499,182
2025-08-28 10:22:00,Whitefield,12.9698,77.7499,137
2025-08-28 10:23:00,Whitefield,12.9698,77.7499,187
2025-08-28 10:16:00,Whitefield,12.9698,77.7499,85
2025-08-28 10:53:00,Whitefield,12.9698,77.7499,119
2025-08-28 10:54:00,Koramangala,12.9352,77.6245,151
2025-08-28 10:01:00,Koramangala,12.9352,77.6245,145
2025-08-28 10:44:00,Koramangala,12.9352,77.6245,189
2025-08-28 10:08:00,Koramangala,12.9352,77.6245,99
2025-08-28 10:48:00,Koramangala,12.9352,77.6245,91
2025-08-28 10:32:00,Koramangala,12.9352,77.6245,136
2025-08-28 10:09:00,Koramangala,12.9352,77.6245,197
2025-08-28 10:52:00,Koramangala,12.9352,77.6245,97
2025-08-28 10:07:00,Koramangala,12.9352,77.6245,64
2025-08-28 10:37:00,Marathahalli,12.9569,77.7011,75
2025-08-28 10:24:00,Marathahalli,12.9569,77.7011,60
2025-08-28 10:07:00,Marathahalli,12.9569,77.7011,78
2025-08-28 10:14:00,Marathahalli,12.9569,77.7011,55
2025-08-28 10:43:00,Marathahalli,12.9569,77.7011,139
2025-08-28 10:04:00,Marathahalli,12.9569,77.7011,119
2025-08-28 10:19:00,Marathahalli,12.9569,77.7011,130
2025-08-28 10:21:00,Marathahalli,12.9569,77.7011,52
2025-08-28 10:51:00,Marathahalli,12.9569,77.7011,50
2025-08-28 10:38:00,Marathahalli,12.9569,77.7011,173
2025-08-28 10:16:00,Marathahalli,12.9569,77.7011,185
2025-08-28 10:54:00,Marathahalli,12.9569,77.7011,63
2025-08-28 10:10:00,Indiranagar,12.9784,77.6408,112
2025-08-28 10:28:00,Indiranagar,12.9784,77.6408,114
2025-08-28 10:38:00,Indiranagar,12.9784,77.6408,63
2025-08-28 10:12:00,Indiranagar,12.9784,77.6408,139
2025-08-28 10:31:00,Electronic City,12.8452,77.6602,92
2025-08-28 10:51:00,Electronic City,12.8452,77.6602,50
2025-08-28 10:38:00,Electronic City,12.8452,77.6602,75
2025-08-28 10:22:00,Electronic City,12.8452,77.6602,112
2025-08-28 10:40:00,Electronic City,12.8452,77.6602,107
2025-08-28 10:24:00,Electronic City,12.8452,77.6602,53
2025-08-28 11:05:00,Yeshwanthpur,13.0186,77.556,121
2025-08-28 11:40:00,Yeshwanthpur,13.0186,77.556,93
2025-08-28 11:47:00,Yeshwanthpur,13.0186,77.556,79
2025-08-28 11:15:00,Yeshwanthpur,13.0186,77.556,140
2025-08-28 11:13:00,Yeshwanthpur,13.0186,77.556,90
2025-08-28 11:26:00,Yeshwanthpur,13.0186,77.556,83
2025-08-28 11:02:00,Yeshwanthpur,13.0186,77.556,160
2025-08-28 11:57:00,Yeshwanthpur,13.0186,77.556,138
2025-08-28 11:30:00,Yeshwanthpur,13.0186,77.556,115
2025-08-28 11:03:00,Yeshwanthpur,13.0186,77.556,135
2025-08-28 11:38:00,Yeshwanthpur,13.0186,77.556,72
2025-08-28 11:25:00,Yeshwanthpur,13.0186,77.556,156
2025-08-28 11:03:00,Yeshwanthpur,13.0186,77.556,74
2025-08-28 11:54:00,Yeshwanthpur,13.0186,77.556,122
2025-08-28 11:01:00,Whitefield,12.9698,77.7499,145
2025-08-28 11:21:00,Whitefield,12.9698,77.7499,155
2025-08-28 11:48:00,Whitefield,12.9698,77.7499,106
2025-08-28 11:36:00,Whitefield,12.9698,77.7499,150
2025-08-28 11:38:00,Whitefield,12.9698,77.7499,65
2025-08-28 11:21:00,Whitefield,12.9698,77.7499,95
2025-08-28 11:57:00,Whitefield,12.9698,77.7499,158
2025-08-28 11:49:00,Whitefield,12.9698,77.7499,79
2025-08-28 11:03:00,Whitefield,12.9698,77.7499,183
2025-08-28 11:16:00,Whitefield,12.9698,77.7499,67
2025-08-28 11:17:00,Whitefield,12.9698,77.7499,134
2025-08-28 11:07:00,Whitefield,12.9698,77.7499,98
2025-08-28 11:16:00,Whitefield,12.9698,77.7499,140
2025-08-28 11:29:00,Whitefield,12.9698,77.7499,55
2025-08-28 11:47:00,Koramangala,12.9352,77.6245,65
2025-08-28 11:06:00,Koramangala,12.9352,77.6245,178
2025-08-28 11:26:00,Koramangala,12.9352,77.6245,161
2025-08-28 11:33:00,Koramangala,12.9352,77.6245,131
2025-08-28 11:55:00,Koramangala,12.9352,77.6245,94
2025-08-28 11:02:00,Koramangala,12.9352,77.6245,133
2025-08-28 11:23:00,Koramangala,12.9352,77.6245,130
2025-08-28 11:56:00,Koramangala,12.9352,77.6245,87
2025-08-28 11:42:00,Koramangala,12.9352,77.6245,59
2025-08-28 11:43:00,Koramangala,12.9352,77.6245,185
2025-08-28 11:08:00,Koramangala,12.9352,77.6245,127
2025-08-28 11:40:00,Koramangala,12.9352,77.6245,194
2025-08-28 11:11:00,Koramangala,12.9352,77.6245,148
2025-08-28 11:50:00,Koramangala,12.9352,77.6245,186
2025-08-28 11:22:00,Koramangala,12.9352,77.6245,75
2025-08-28 11:15:00,Koramangala,12.9352,77.6245,105
2025-08-28 11:25:00,Koramangala,12.9352,77.6245,151
2025-08-28 11:30:00,Koramangala,12.9352,77.6245,187
2025-08-28 11:43:00,Marathahalli,12.9569,77.7011,197
2025-08-28 11:37:00,Marathahalli,12.9569,77.7011,130
2025-08-28 11:06:00,Marathahalli,12.9569,77.7011,83
2025-08-28 11:00:00,Marathahalli,12.9569,77.7011,91
2025-08-28 11:03:00,Marathahalli,12.9569,77.7011,135
2025-08-28 11:06:00,Marathahalli,12.9569,77.7011,189
2025-08-28 11:40:00,Marathahalli,12.9569,77.7011,143
2025-08-28 11:05:00,Marathahalli,12.9569,77.7011,127
2025-08-28 11:29:00,Indiranagar,12.9784,77.6408,74
2025-08-28 11:36:00,Indiranagar,12.9784,77.6408,137
2025-08-28 11:21:00,Indiranagar,12.9784,77.6408,72
2025-08-28 11:07:00,Indiranagar,12.9784,77.6408,134
2025-08-28 11:57:00,Indiranagar,12.9784,77.6408,113
2025-08-28 11:07:00,Indiranagar,12.9784,77.6408,116
2025-08-28 11:09:00,Electronic City,12.8452,77.6602,75
2025-08-28 11:53:00,Electronic City,12.8452,77.6602,56
2025-08-28 11:12:00,Electronic City,12.8452,77.6602,89
2025-08-28 11:00:00,Electronic City,12.8452,77.6602,112
2025-08-28 11:29:00,Electronic City,12.8452,77.6602,99
2025-08-28 11:37:00,Electronic City,12.8452,77.6602,84
2025-08-28 12:11:00,Yeshwanthpur,13.0186,77.556,153
2025-08-28 12:34:00,Yeshwanthpur,13.0186,77.556,85
2025-08-28 12:37:00,Yeshwanthpur,13.0186,77.556,160
2025-08-28 12:58:00,Yeshwanthpur,13.0186,77.556,51
2025-08-28 12:34:00,Yeshwanthpur,13.0186,77.556,151
2025-08-28 12:22:00,Yeshwanthpur,13.0186,77.556,55
2025-08-28 12:55:00,Whitefield,12.9698,77.7499,69
2025-08-28 12:09:00,Whitefield,12.9698,77.7499,153
2025-08-28 12:29:00,Whitefield,12.9698,77.7499,76
2025-08-28 12:00:00,Whitefield,12.9698,77.7499,157
2025-08-28 12:08:00,Whitefield,12.9698,77.7499,191
2025-08-28 12:12:00,Whitefield,12.9698,77.7499,53
2025-08-28 12:58:00,Whitefield,12.9698,77.7499,176
2025-08-28 12:58:00,Whitefield,12.9698,77.7499,141
2025-08-28 12:06:00,Whitefield,12.9698,77.7499,109
2025-08-28 12:57:00,Whitefield,12.9698,77.7499,175
2025-08-28 12:06:00,Whitefield,12.9698,77.7499,87
2025-08-28 12:15:00,Whitefield,12.9698,77.7499,87
2025-08-28 12:49:00,Whitefield,12.9698,77.7499,100
2025-08-28 12:08:00,Whitefield,12.9698,77.7499,153
2025-08-28 12:17:00,Whitefield,12.9698,77.7499,137
2025-08-28 12:22:00,Whitefield,12.9698,77.7499,122
2025-08-28 12:41:00,Whitefield,12.9698,77.7499,120
2025-08-28 12:47:00,Whitefield,12.9698,77.7499,197
2025-08-28 12:24:00,Koramangala,12.9352,77.6245,165
2025-08-28 12:51:00,Koramangala,12.9352,77.6245,55
2025-08-28 12:31:00,Koramangala,12.9352,77.6245,84
2025-08-28 12:30:00,Koramangala,12.9352,77.6245,98
2025-08-28 12:27:00,Koramangala,12.9352,77.6245,198
2025-08-28 12:01:00,Koramangala,12.9352,77.6245,113
2025-08-28 12:06:00,Koramangala,12.9352,77.6245,141
2025-08-28 12:29:00,Koramangala,12.9352,77.6245,113
2025-08-28 12:42:00,Koramangala,12.9352,77.6245,126
2025-08-28 12:15:00,Koramangala,12.9352,77.6245,152
2025-08-28 12:37:00,Koramangala,12.9352,77.6245,196
2025-08-28 12:38:00,Koramangala,12.9352,77.6245,87
2025-08-28 12:45:00,Koramangala,12.9352,77.6245,139
2025-08-28 12:10:00,Marathahalli,12.9569,77.7011,119
2025-08-28 12:57:00,Marathahalli,12.9569,77.7011,116
2025-08-28 12:00:00,Marathahalli,12.9569,77.7011,57
2025-08-28 12:42:00,Marathahalli,12.9569,77.7011,97
2025-08-28 12:28:00,Marathahalli,12.9569,77.7011,55
2025-08-28 12:31:00,Marathahalli,12.9569,77.7011,191
2025-08-28 12:26:00,Indiranagar,12.9784,77.6408,118
2025-08-28 12:09:00,Indiranagar,12.9784,77.6408,72
2025-08-28 12:04:00,Indiranagar,12.9784,77.6408,100
2025-08-28 12:20:00,Electronic City,12.8452,77.6602,118
2025-08-28 12:13:00,Electronic City,12.8452,77.6602,116
2025-08-28 12:04:00,Electronic City,12.8452,77.6602,104
2025-08-28 12:22:00,Electronic City,12.8452,77.6602,77
2025-08-28 12:48:00,Electronic City,12.8452,77.6602,89
2025-08-28 12:50:00,Electronic City,12.8452,77.6602,51
2025-08-28 13:51:00,Yeshwanthpur,13.0186,77.556,71
2025-08-28 13:12:00,Yeshwanthpur,13.0186,77.556,98
2025-08-28 13:00:00,Yeshwanthpur,13.0186,77.556,115
2025-08-28 13:35:00,Yeshwanthpur,13.0186,77.556,62
2025-08-28 13:51:00,Yeshwanthpur,13.0186,77.556,144
2025-08-28 13:14:00,Yeshwanthpur,13.0186,77.556,76
2025-08-28 13:15:00,Yeshwanthpur,13.0186,77.556,132
2025-08-28 13:16:00,Whitefield,12.9698,77.7499,60
2025-08-28 13:54:00,Whitefield,12.9698,77.7499,187
2025-08-28 13:35:00,Whitefield,12.9698,77.7499,92
2025-08-28 13:56:00,Whitefield,12.9698,77.7499,190
2025-08-28 13:21:00,Whitefield,12.9698,77.7499,166
2025-08-28 13:17:00,Whitefield,12.9698,77.7499,135
2025-08-28 13:12:00,Whitefield,12.9698,77.7499,71
2025-08-28 13:08:00,Whitefield,12.9698,77.7499,108
2025-08-28 13:39:00,Whitefield,12.9698,77.7499,194
2025-08-28 13:56:00,Whitefield,12.9698,77.7499,60
2025-08-28 13:11:00,Whitefield,12.9698,77.7499,95
2025-08-28 13:32:00,Whitefield,12.9698,77.7499,54
2025-08-28 13:47:00,Whitefield,12.9698,77.7499,115
2025-08-28 13:37:00,Koramangala,12.9352,77.6245,198
2025-08-28 13:37:00,Koramangala,12.9352,77.6245,67
2025-08-28 13:31:00,Koramangala,12.9352,77.6245,78
2025-08-28 13:07:00,Koramangala,12.9352,77.6245,116
2025-08-28 13:02:00,Koramangala,12.9352,77.6245,149
2025-08-28 13:34:00,Koramangala,12.9352,77.6245,63
2025-08-28 13:01:00,Koramangala,12.9352,77.6245,57
2025-08-28 13:19:00,Koramangala,12.9352,77.6245,153
2025-08-28 13:50:00,Koramangala,12.9352,77.6245,142
2025-08-28 13:39:00,Koramangala,12.9352,77.6245,106
2025-08-28 13:10:00,Marathahalli,12.9569,77.7011,131
2025-08-28 13:59:00,Marathahalli,12.9569,77.7011,102
2025-08-28 13:18:00,Marathahalli,12.9569,77.7011,71
2025-08-28 13:35:00,Marathahalli,12.9569,77.7011,81
2025-08-28 13:22:00,Marathahalli,12.9569,77.7011,126
2025-08-28 13:43:00,Marathahalli,12.9569,77.7011,69
2025-08-28 13:01:00,Marathahalli,12.9569,77.7011,89
2025-08-28 13:00:00,Marathahalli,12.9569,77.7011,174
2025-08-28 13:42:00,Indiranagar,12.9784,77.6408,90
2025-08-28 13:56:00,Indiranagar,12.9784,77.6408,110
2025-08-28 13:58:00,Indiranagar,12.9784,77.6408,95
2025-08-28 13:44:00,Indiranagar,12.9784,77.6408,108
2025-08-28 13:33:00,Indiranagar,12.9784,77.6408,74
2025-08-28 13:50:00,Indiranagar,12.9784,77.6408,91
2025-08-28 13:05:00,Indiranagar,12.9784,77.6408,67
2025-08-28 13:58:00,Electronic City,12.8452,77.6602,109
2025-08-28 13:21:00,Electronic City,12.8452,77.6602,109
2025-08-28 13:16:00,Electronic City,12.8452,77.6602,53
2025-08-28 13:23:00,Electronic City,12.8452,77.6602,51
2025-08-28 14:42:00,Yeshwanthpur,13.0186,77.556,68
2025-08-28 14:41:00,Yeshwanthpur,13.0186,77.556,101
2025-08-28 14:22:00,Yeshwanthpur,13.0186,77.556,81
2025-08-28 14:08:00,Yeshwanthpur,13.0186,77.556,151
2025-08-28 14:50:00,Yeshwanthpur,13.0186,77.556,141
2025-08-28 14:56:00,Yeshwanthpur,13.0186,77.556,80
2025-08-28 14:15:00,Yeshwanthpur,13.0186,77.556,148
2025-08-28 14:27:00,Yeshwanthpur,13.0186,77.556,107
2025-08-28 14:11:00,Yeshwanthpur,13.0186,77.556,113
2025-08-28 14:06:00,Whitefield,12.9698,77.7499,113
2025-08-28 14:58:00,Whitefield,12.9698,77.7499,122
2025-08-28 14:49:00,Whitefield,12.9698,77.7499,144
2025-08-28 14:17:00,Whitefield,12.9698,77.7499,127
2025-08-28 14:00:00,Whitefield,12.9698,77.7499,188
2025-08-28 14:34:00,Whitefield,12.9698,77.7499,197
2025-08-28 14:17:00,Whitefield,12.9698,77.7499,82
2025-08-28 14:42:00,Whitefield,12.9698,77.7499,199
2025-08-28 14:03:00,Whitefield,12.9698,77.7499,144
2025-08-28 14:47:00,Whitefield,12.9698,77.7499,150
2025-08-28 14:20:00,Whitefield,12.9698,77.7499,53
2025-08-28 14:08:00,Whitefield,12.9698,77.7499,175
2025-08-28 14:50:00,Whitefield,12.9698,77.7499,52
2025-08-28 14:16:00,Whitefield,12.9698,77.7499,155
2025-08-28 14:51:00,Whitefield,12.9698,77.7499,115
2025-08-28 14:34:00,Whitefield,12.9698,77.7499,52
2025-08-28 14:45:00,Whitefield,12.9698,77.7499,84
2025-08-28 14:16:00,Whitefield,12.9698,77.7499,140
2025-08-28 14:31:00,Koramangala,12.9352,77.6245,77
2025-08-28 14:38:00,Koramangala,12.9352,77.6245,155
2025-08-28 14:26:00,Koramangala,12.9352,77.6245,180
2025-08-28 14:02:00,Koramangala,12.9352,77.6245,135
2025-08-28 14:46:00,Koramangala,12.9352,77.6245,166
2025-08-28 14:04:00,Koramangala,12.9352,77.6245,141
2025-08-28 14:13:00,Koramangala,12.9352,77.6245,194
2025-08-28 14:19:00,Koramangala,12.9352,77.6245,125
2025-08-28 14:37:00,Koramangala,12.9352,77.6245,175
2025-08-28 14:13:00,Koramangala,12.9352,77.6245,140
2025-08-28 14:40:00,Koramangala,12.9352,77.6245,128
2025-08-28 14:54:00,Koramangala,12.9352,77.6245,176
2025-08-28 14:15:00,Koramangala,12.9352,77.6245,175
2025-08-28 14:36:00,Koramangala,12.9352,77.6245,127
2025-08-28 14:56:00,Marathahalli,12.9569,77.7011,94
2025-08-28 14:34:00,Marathahalli,12.9569,77.7011,81
2025-08-28 14:59:00,Marathahalli,12.9569,77.7011,83
2025-08-28 14:08:00,Marathahalli,12.9569,77.7011,63
2025-08-28 14:59:00,Marathahalli,12.9569,77.7011,170
2025-08-28 14:38:00,Marathahalli,12.9569,77.7011,191
2025-08-28 14:58:00,Marathahalli,12.9569,77.7011,176
2025-08-28 14:28:00,Marathahalli,12.9569,77.7011,173
2025-08-28 14:59:00,Marathahalli,12.9569,77.7011,54
2025-08-28 14:45:00,Marathahalli,12.9569,77.7011,103
2025-08-28 14:32:00,Marathahalli,12.9569,77.7011,142
2025-08-28 14:19:00,Marathahalli,12.9569,77.7011,172
2025-08-28 14:39:00,Marathahalli,12.9569,77.7011,83
2025-08-28 14:57:00,Marathahalli,12.9569,77.7011,102
2025-08-28 14:36:00,Marathahalli,12.9569,77.7011,72
2025-08-28 14:40:00,Marathahalli,12.9569,77.7011,57
2025-08-28 14:29:00,Marathahalli,12.9569,77.7011,63
2025-08-28 14:02:00,Indiranagar,12.9784,77.6408,113
2025-08-28 14:08:00,Indiranagar,12.9784,77.6408,65
2025-08-28 14:57:00,Indiranagar,12.9784,77.6408,74
2025-08-28 14:08:00,Indiranagar,12.9784,77.6408,116
2025-08-28 14:38:00,Indiranagar,12.9784,77.6408,127
2025-08-28 14:59:00,Indiranagar,12.9784,77.6408,97
2025-08-28 14:35:00,Indiranagar,12.9784,77.6408,78
2025-08-28 14:07:00,Indiranagar,12.9784,77.6408,118
